Store_Name,Address,Location,Timings,Rating_(reviewers),Phone
Velachery,"No 26, 15/17A, Velachery Bypass Road, Rajalakshmi Nagar, Velachery, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM, 4.9  (1215) ,8447804958
Aminjikarai,"Old # 295, New # 507, Ph Road, Aminjikarai, Chennai, Tamil Nadu, 600029",Chennai,11:00 AM to 09:30 PM, 4.9  (1304) ,8929182172
Singaperumal Koil,"9/6, Gst Road, Periyar Street, Periya Vinjiyam Bakkam, Singaperumal Koil, Opposite Icici Bank, Chennai, Tamil Nadu, 603204",Chennai,11:00 AM to 09:30 PM, 4.9  (812) ,8447913903
West K K Nagar,"Shop No 1069, Munusamy Salai, West K K Nagar, Next To Puducherry Guest House, Chennai, Tamil Nadu, 600078",Chennai,11:00 AM to 09:00 PM, 4.8  (1100) ,7428890083
Tirumullaivoyal,"No 62/1, Cth Road, Near Ss Briyani, Thirumullaivoyal, Opposite Indian Bank, Chennai, Tamil Nadu, 600062",Chennai,10:30 AM to 09:30 PM, 4.9  (1151) ,8929435405
"Phoenix Market City Mall, Velachery","Shop No 142, 1St Floor, Phoenix Market City Mall, Velachery, Next To Raymonds Showroom, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 10:00 PM, 4.9  (2764) ,7428891148
Rajakilpakkam,"Shop No 31, Plot No 1, Sembakkam, Mgr Street, Rajakilpakkam, Near To New Life Hospital, Chennai, Tamil Nadu, 600073",Chennai,11:00 AM to 09:30 PM, 4.9  (2752) ,7428891150
Ambedkar Road,"Ssa Arcade, 10/1, Ground Floor, Dr Ambedkar Road, 4Th Avenue, Ashok Nagar, Opposite Thick Shake Factory, Chennai, Tamil Nadu, 600083",Chennai,11:00 AM to 09:30 PM, 4.9  (2391) ,8929033731
Flagship Store Avadi,"210, Nehru Bazar, Ph Road, Avadi, Near Chinnamman Temple, Chennai, Tamil Nadu, 600054",Chennai,10:30 AM to 09:30 PM, 4.9  (1115) ,8447820963
Pallavaram Market,"# 8/14, Indira Gandhi Road, C Pallavaram, Chennai, Tamil Nadu, 600043",Chennai,11:00 AM to 09:30 PM, 4.9  (1037) ,9540845413
Navalur,"Shop No 22, Rajiv Gandhi Salai, Navalur, Kanchipuram, Opposite Ags Cinemas, Chennai, Tamil Nadu, 603103",Chennai,11:00 AM to 09:30 PM, 4.9  (1834) ,7428891158
Besant Nagar,"11, Annai Velankani Road, Ashtalakshmi Garden, Besant Nagar, Chennai, Next To Axis Bank, Chennai, Tamil Nadu, 600090",Chennai,11:00 AM to 09:30 PM, 4.9  (1238) ,9910380381
Mowlivakkam,"5C, 212, Kundrathur Road, Moulivakkam, Chennai, Tamil Nadu, 600125",Chennai,11:00 AM to 09:30 PM, 4.9  (1005) ,8447806514
Madhanandapuram,"No 112, Mugalivakkam Main Road, Santhosh Nagar, Madhanandapuram, Chennai, Tamil Nadu, 600125",Chennai,11:00 AM to 09:30 PM, 4.9  (486) ,8929265275
Perungudi,"48, 4, Old Mahabalipuram Road, Tirumalai Nagar, Perungudi, Next To World Trade Centre, Chennai, Tamil Nadu, 600096",Chennai,11:00 AM to 09:30 PM, 4.9  (1887) ,7303238239
Karayanchavadi,"Ground Floor, Dj Complex, 52 Trunk Road, Karayanchavadi, Poonamalle, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM, 4.9  (1284) ,9582511445
Mount Road,"No 117/2, Mount Road, Anna Salai, Next To Sangam Hotel, Chennai, Tamil Nadu, 600002",Chennai,11:00 AM to 09:30 PM, 4.9  (1017) ,8929338696
Porur Arcot Road,"3, Arcot Road, Sai Nagar, Porur Arcot Road, Next To Sony Centre, Chennai, Tamil Nadu, 600116",Chennai,11:00 AM to 09:30 PM, 4.9  (912) ,9319374288
Kilpauk,"62C, Ormes Road, Kilpauk, Next To Orms Junction, Chennai, Tamil Nadu, 600010",Chennai,11:00 AM to 09:30 PM, 4.8  (820) ,8588808657
Madipakkam,"Shop No 3, Medavakkam Main Road, Madipakkam, Below Indian Bank, Chennai, Tamil Nadu, 600091",Chennai,11:00 AM to 09:30 PM, 4.9  (1625) ,7428891181
200ft Radial Road,"Survey No 257/4-B, Zamin Pallavaram, 200ft Radial Road, Taluk Tambaram, District Kancheepuram, Chennai, Tamil Nadu, 600044",Chennai,11:00 AM to 09:30 PM, 4.9  (1300) ,9582386812
Flagship Store at Adyar,"Shop No 57, Kg Vallencia, First Main Road, Gandhi Nagar, Adyar, Opposite Ramkey Tvs, Chennai, Tamil Nadu, 600020",Chennai,10:30 AM to 09:30 PM, 4.9  (2416) ,7428891182
Porur,"23, Trunk Road, Jaya Nagar, Porur Junction, Chennai, Tamil Nadu, 600116",Chennai,11:00 AM to 09:30 PM, 4.9  (808) ,8929341371
Valasaravakkam,"Shop No 173, RA Complex, Arcot Road, Opposite Idfc First Bank, Valasaravakkam, Chennai, Tamil Nadu, 600087",Chennai,11:00 AM to 09:30 PM, 4.9  (2793) ,7428891183
Oggiyamduraipakkam,"Plot No 6, 200 Ft Radial Road, Sai Nagar, Toll Plaza Thoraippakkam, Sai Nagar, Chennai, Tamil Nadu, 600097",Chennai,11:00 AM to 09:30 PM, 4.9  (1633) ,7838290305
Flagship Store Madipakkam,"No 11, Madipakkam, Main Road Kaiveli, Velachery, Opposite Barath Petrol Bunk, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM, 4.9  (1509) ,8929342519
Perambur,"Shop No 68, Ground Floor, Paper Mills Road, Perambur, Near Perumbur Church, Chennai, Tamil Nadu, 600011",Chennai,11:00 AM to 09:30 PM, 4.9  (3723) ,8800442742
Moggapair West,"Pc 2/6, Second Block, Moggapair West, Near Bharat Petroleum Petrol Pump, Chennai, Tamil Nadu, 600037",Chennai,10:30 AM to 09:30 PM, 4.8  (1187) ,7428891190
Kolathur,"No 66 & 67, Sivanandha Nagar, 200 Feet Road, Kolathur, Kolathur, Near Sendhil Nagar Bus Stop, Chennai, Tamil Nadu, 600099",Chennai,11:00 AM to 09:30 PM, 4.9  (2269) ,9319359741
Flagship Store at Thuraipakkam,"Shop No 5/351, Omr Road, Okkiyampettar, Thuraipakkam, Opposite Indian Oil Petrol Pump, Chennai, Tamil Nadu, 600097",Chennai,11:00 AM to 09:30 PM, 4.9  (1619) ,7428891200
Tambaram,"TJP Complex, GST Road, Tambaram Sanatorium, Tambaram, Chennai, Tamil Nadu, 600045",Chennai,11:00 AM to 09:30 PM, 4.9  (877) ,8929341351
West Mambalam,"Shop No 37/B, Aryagowda Road, Postal Colony, West Mambalam, Opposite West Mambalam Post Office, Chennai, Tamil Nadu, 600033",Chennai,11:00 AM to 09:30 PM, 4.9  (1674) ,7428890159
Saidapet,"Old No 118, New Door No 16, Bazzar Road, Saidapet, Chennai, Tamil Nadu, 600015",Chennai,11:00 AM to 09:30 PM, 5.0  (2129) ,8929346562
RK Mutt Road,"234, Rk Mutt Road, Mylapore, Mylapore, Chennai, Tamil Nadu, 600004",Chennai,11:00 AM to 09:30 PM, 4.9  (1264) ,8447822476
Keelkattalai,"#100, Ground Floor, Medavakam Main Road, Keelkattalai, Chennai, Tamil Nadu, 600117",Chennai,11:00 AM to 09:30 PM, 4.9  (1394) ,9873091465
"MKB Nagar, Chennai","No 22, Kambar Street, Vivekananda Nagar, Mkb Nagar, Kodungaiyur, Opposite Hp Petrol Pump, Chennai, Tamil Nadu, 600118",Chennai,11:00 AM to 09:30 PM, 4.9  (1511) ,8447743721
Hastinapuram,"52, Dr Rajendra Prasad Road, Kumudham Colony, Nehru Nagar, Hastinapuram, Chromepet, Chennai, Tamil Nadu, 600064",Chennai,11:00 AM to 09:30 PM, 4.9  (1304) ,8929338318
Injambakkam ECR,"Plot B, Survey No 56/1A Ground Floor, Promenade Sh49, Ecr Injambakkam, Opposite Vgp, Chennai, Tamil Nadu, 600115",Chennai,11:00 AM to 09:30 PM, 4.9  (631) ,8929165514
Chinmayanagar,"Survey No 102, Patta No 74, 104, Kaliamman Koil St, Virugambakkam, Chinmayanagar, Chennai, Tamil Nadu, 600092",Chennai,11:00 AM to 09:30 PM, 4.9  (622) ,9582549032
Nelson Manickam Road,"154/24 A, Nelson Manickam Road, Metha Nagar, Near Shobhan Babu Statue, Chennai, Tamil Nadu, 600029",Chennai,11:00 AM to 09:30 PM, 5.0  (1650) ,8929341301
MMDA Colony Arumbakkam,"No 26, Vinayagapuram Street, 1St Main Road, Mmda Colony Arumbakkam, Mmda Colony Arumbakkam, Opposite Apollo Pharmacy, Chennai, Tamil Nadu, 600106",Chennai,11:00 AM to 09:30 PM, 4.9  (1301) ,8929508654
Adambakkam Brindhavanï¿½Road,"5, Sakthi Nagar Main Road, Adambakkam, Near Nayana Petrol Pump, Chennai, Tamil Nadu, 600088",Chennai,11:00 AM to 09:30 PM, 4.9  (2664) ,8929311301
18th Main Road Anna Nagar,"269, 18Th Main Road, Udhayam Colony, Anna Nagar, 18Th Main Road, Chennai, Tamil Nadu, 600040",Chennai,11:00 AM to 09:30 PM, 4.9  (1417) ,8929266320
Flagship Store at Chrompet,"Shop No 212, Ground Floor, Gst Road, , Chrompet, Near Chrompet Railway Station, Chennai, Tamil Nadu, 600044",Chennai,11:00 AM to 09:30 PM, 4.9  (2872) ,7428891267
Tambaram,"Shop No 12/B, Ground Floor, Kakkan Street, West Tambaram, Next To Vidhya Theatre, Chennai, Tamil Nadu, 600045",Chennai,11:00 AM to 09:30 PM, 4.9  (1381) ,7428890263
Perungalathur,"New No 24, Old No 42, Kalaignar Nedunchalai, Srinivasanagar, Perungalathur, Chennai, Tamil Nadu, 600063",Chennai,11:00 AM to 09:30 PM, 4.9  (835) ,7065344888
Flagship Store at Anna Nagar,"Shop No Ab152, Flat No 41B, 4Th Avenue, Shanthi Colony, Anna Nagar, Opposite Srivari Sweets, Chennai, Tamil Nadu, 600040",Chennai,11:00 AM to 09:30 PM, 4.9  (6592) ,7428891289
Kattupakkam,"2/220, Kattupakkam Main Road, No 47, Taluk Ponnamallee South, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM, 4.9  (124) ,9643883035
Triplicane,"203/360, Triplicane High Road, Triplicane, Opposite To South Indian Bank, Chennai, Tamil Nadu, 600005",Chennai,11:00 AM to 09:30 PM, 4.9  (594) ,8447731038
Adambakkam,"No 33 & 56, Old, Vellalar St, Near to Grace Super Market, Paramesh Nagar, Adambakkam, Chennai, Tamil Nadu, 600088",Chennai,11:00 AM to 09:30 PM, 4.9  (1538) ,8376801687
Mogappair,"G2, Block 1, Amm Towers, No 50, Thiruvalluvar Road, Mogappair East, Near Spartan School, Chennai, Tamil Nadu, 600037",Chennai,10:30 AM to 09:30 PM, 4.9  (1153) ,7303765766
Iyyappanthangal,"50, Arihant Square, Gf, Mt Poonamalle Raod, Iyyappanthangal, Near Smrc Kfc, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM, 4.9  (746) ,9205952953
Marina Mall,"Shop No 21A, Second Floor, Survey 13/1A, Egatoor, Marina Mall, Near Lifestyle, Chennai, Tamil Nadu, 603103",Chennai,11:00 AM to 10:00 PM, 4.9  (1314) ,7428891336
Gowrivakkam,"Plot#1, Bhuvaneswari Nagar, Velacherri Main Road, Gowrivakkam, Next To Saibaba Temple Lane, Chennai, Tamil Nadu, 600073",Chennai,11:00 AM to 09:30 PM, 4.9  (1105) ,8826611590
Ayanavaram,"383, Konnur High Road, United India Nagar, Ayanavaram, Chennai, Tamil Nadu, 600023",Chennai,11:00 AM to 09:30 PM, 5.0  (1065) ,9999213852
Kundrathoor,"# 09, Thulukka Street, Kundrathur, Opposite City Union Bank, Chennai, Tamil Nadu, 600069",Chennai,11:00 AM to 09:30 PM, 4.9  (1122) ,8929277895
Nerkundram,"91, Poonamallee High Road, Nerkundram, Near City Union Bank, Chennai, Tamil Nadu, 600107",Chennai,11:00 AM to 09:30 PM, 4.9  (1537) ,8929310928
Villivakkam,"102/21 , Methu Street, Villivakkam, Opposite Bharat Petrol Pump, Chennai, Tamil Nadu, 600049",Chennai,11:00 AM to 09:30 PM, 4.9  (434) ,9899411027
Avadi,"#689, Cth Road, Avadi, Avadi, Next To Poorvika, Chennai, Tamil Nadu, 600054",Chennai,10:30 AM to 09:30 PM, 4.9  (1736) ,9821311610
"Redhills Road, Ambattur","No 128 , Redhills Main Road, Palaniyappa Nagar, Pudur, Ambattur, Opposite Emmanuel Methodist Matriculation Higher Secondary School, Chennai, Tamil Nadu, 600053",Chennai,10:30 AM to 09:30 PM, 4.9  (1040) ,8447728572
Medavakkam,"Plot#139, Vgp Vimala Nagar, Medavakkam, Chennai, Tamil Nadu, 600100",Chennai,11:00 AM to 09:30 PM, 4.9  (880) ,9810701602
Manali,"21 A2, Kamarajar Salai Chinnasekkadu Manali, Village Taluka Thiruvottiyur, Jurisdiction Greater Tiruvallur, Chennai, Tamilï¿½Nadu, 600068",Chennai,10:00 AM to 10:30 PM, 5.0  (195) ,4449793541
Ayapakkam,"No 578/A,578/2, Village Ambattur, Ayyapakkam Road, Ambattur Taluk, Tiruvallur District, Next To Nayara Petrol Bunk, Chennai, Tamil Nadu, 600077",Chennai,10:30 AM to 09:30 PM, 4.9  (828) ,8929310237
Pallavaram,"7/9, Pammal Main Road, Opposite Radiance Pride, Pallavaram, Muthamizh Nagar, Pammal, Chennai, Tamil Nadu, 600075",Chennai,11:00 AM to 09:30 PM, 4.9  (1161) ,8800171520
Aerohub Airport Mall,"No 1045, Aerohub, MLCP Block, Chennai International Airport, GST Road, Meenambakkam, Chennai, Tamil Nadu, 600027",Chennai,11:00 AM to 10:00 PM, 4.9  (1130) ,8743814920
Royapuram,"Municipal Door No 127/2, Mannarsamy Koil Street, Royapuram, Near Gk Jain School, Chennai, Tamil Nadu, 600013",Chennai,11:00 AM to 09:30 PM, 4.9  (1257) ,7428891077
Flagship Store at Ambattur,"Old No 605A, New No 490, Mth Road, Ambattur, Opposite Singapore Shopping, Chennai, Tamil Nadu, 600053",Chennai,10:30 AM to 09:30 PM, 4.9  (1866) ,7428891080
Annanagar East,"G/A, F/36, Kg Galaxy, 2Nd Avenue, , Annanagar East, Near Naidu Hall, Chennai, Tamil Nadu, 600102",Chennai,11:00 AM to 09:30 PM, 4.9  (1506) ,7428891082
Korattur,"Plot No 1163, 57Th Street Tnbh, Korattur, Near Korattur Bus Stand, Chennai, Tamil Nadu, 600080",Chennai,11:00 AM to 09:30 PM, 4.9  (879) ,8929443176
Vinayagapuram,"Door Old 34, New 98, Redhill Road, Kalpalayam, Vinayagapuram, Next To Axis Bank, Chennai, Tamil Nadu, 600099",Chennai,10:30 AM to 09:30 PM, 4.9  (1078) ,8929271728
Taramani Road,"Plot No 13 & 14, Ramagiri Layout, Tharamani Link Road, Velachery, Near Indus Ind Bank, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM, 4.9  (1379) ,8587908958
Nexus Vijaya Mall,"Shop No 203, Second Floor, Nexus Vijaya Mall 183, Arcot Road, Vadapalani, Chennai, Tamil Nadu, 600026",Chennai,11:00 AM to 10:00 PM, 4.9  (2326) ,8377901404
Neelankarai,"No 349, East Coast Road, Neelankarai, Near K L Hospital, Chennai, Tamil Nadu, 600115",Chennai,11:00 AM to 09:30 PM, 4.9  (1056) ,8929440543
Pondy Bazar,"5/1& 4/1, Theyagaraya Road, T Nagar, Pondy Bazar, Opposite Grand Grt Hotal, Chennai, Tamil Nadu, 600017",Chennai,11:00 AM to 09:30 PM, 4.9  (2066) ,8929338623
City Centre Mall Mylapore,"1st Floor, City Centre Mall, Dr Radhakrishnan Salai, Mylapore, Chennai, Tamil Nadu, 600004",Chennai,11:00 AM to 09:30 PM, 5.0  (8) ,9087876400
Maraimalai Nagar,"Hig 31, Nh 1, Vallal Mgr Road, Maraimalai Nagar, Kanchipuram, Chengalpattu, Maraimalai Nagar, Next To Spencers Super Market, Chennai, Tamil Nadu, 603204",Chennai,11:00 AM to 09:30 PM, 4.9  (910) ,8130901617
Mylapore,"Shop No 90, Ground Floor, Ganesha Towers, Dr Radha Krishnan Salai, Mylapore, Near Pnb, Chennai, Tamil Nadu, 600004",Chennai,11:00 AM to 09:30 PM, 4.9  (1530) ,7428891098
ECR Chennai,"New No 78 & Old No 53, Muttukadu Road, Thiruvanmiyur, Near Rto Office, Chennai, Tamil Nadu, 600041",Chennai,11:00 AM to 09:30 PM, 4.9  (857) ,7290891418
Raigarh,"D Cot Plaza, Carmel School Road, Jagatpur, Beside Bank Of Baroda, Raigarh, Chhattisgarh, 496001",Chhattisgarh,11:00 AM to 09:30 PM, 4.8  (328) ,8447744647
Supela,"Shop No 3/16, Circus Maidan Road, Dakshin Gangotri, Supela, Opposite Mela Ground, Bhilai, Chhattisgarh, 490023",Chhattisgarh,11:00 AM to 09:00 PM, 4.9  (2594) ,7428890084
Telibandha,"Ground Floor, House No 113/44, Khata No 1097, Khasra No 68/12, Ward No 32 Shaheel, Veer Narayan Singh Ward, Telibandha, Raipur, Chhattisgarh, 492001",Chhattisgarh,11:00 AM to 10:00 PM, 4.9  (643) ,9711625907
Korba,"Plot No 12/E, Indra Commercial Centre Main Road, Ward No 13, Transport Nagar, Korba, Chhattisgarh, 495677",Chhattisgarh,11:00 AM to 10:00 PM,,8929173778
New Rajendra Nagar,"Ground Floor, Shop No 2, 3 & 5, Amar Infra, Adjacent to Shree Krishna Hospital, New Rajendra Nagar, Raipur, Chhattisgarh, 492001",Chhattisgarh,11:00 AM to 10:00 PM, 4.9  (885) ,7291993556
Pandri Raipur,"Plot No 14, Khasra No 140, P.H No 109, Main Road, Pandri, Infront Of Shri Shivam Mall, Raipur, Chhattisgarh, 492001",Chhattisgarh,11:00 AM to 10:00 PM, 4.8  (807) ,9711381480
Sarkanda,"Ground Floor, Patwari Halka No 33, Khasra No 23/17, Ward No 59, Shaheed Mangal Pandey Ward, Opposite Reliance Trends, Seepat Road, Sarkanda, Bilaspur, Chhattisgarh, 495006",Chhattisgarh,11:00 AM to 09:30 PM, 4.9  (181) ,7291990473
Rajnandgaon,"Block No 248, Stadium Road, Anupam Nagar, Near Samsung Showroom, Rajnandgaon, Chhattisgarh, 491441",Chhattisgarh,11:00 AM to 09:00 PM, 4.9  (323) ,8929266392
Mungeli Naka,Ground Floor,Chhattisgarh,11:00 AM to 09:30 PM, 4.8  (234) ,9582584594
Durg,"Dhanraj Compound, Station Road, Santra Badi, Station Road, Near Tarun Talkies, Durg, Chhattisgarh, 491001",Chhattisgarh,11:00 AM to 09:30 PM, 4.9  (255) ,8929186812
Katora Talab,"Plot No 34, Ward 85/01, Near Sant Kanwar Chowk, Netaji Chowk, Main Road Katora Talab, Raipur, Chhattisgarh, 492001",Chhattisgarh,11:00 AM to 10:00 PM, 4.9  (486) ,8448811623
Link Road,"Shop No A/99, Link Road, Near Bukhari Petrol Pump, Bilaspur, Chhattisgarh, 495001",Chhattisgarh,11:00 AM to 09:00 PM, 4.5  (332) ,7428890197
Ambikapur,"Deviganj Road, Surguja, Deviganj Road, Near Shri Ram Industries, Ambikapur, Chhattisgarh, 497001",Chhattisgarh,11:00 AM to 09:00 PM, 4.9  (314) ,8929181538
Bhilai,"Plot No 3/B, Ground Floor, Opposite Hi Tek Hospital, Triveni Nagar, Durg, Bhilai, Chhattisgarh, 490020",Chhattisgarh,11:00 AM to 09:00 PM, 4.8  (274) ,7065045312
Ambuja Mall,"Unit No Ccrp 0116, 117, First Floor, Main Vidhan Sabha Rd, Mowa, Ambuja Mall, Near Food Court, Raipur, Chhattisgarh, 492007",Chhattisgarh,11:00 AM to 10:00 PM, 4.9  (659) ,7428891352
Shankar Nagar,"Plot No Mig 53, Sector 1, Ward No 31, Turning Point Square, Shankar Nagar, Raipur, Chhattisgarh, 492007",Chhattisgarh,11:00 AM to 10:00 PM, 4.8  (588) ,8447825228
Chhatarpur,"Property Bearing No 14, Ground Floor, khasra No 619/10 & Old No 619/21, Situated in Extended Abadi of Lal Dora of Village Chhatarpur, Tehsil Hauz Khas, Mehrauli, New Delhi, 110074",Delhi,11:00 AM to 09:30 PM, 4.7  (317) ,8744082080
Jawahar Nagar,"Shop No 2, UA/29 Bungalow Road, Opposite Hansraj Girls Hostel, Jawahar Nagar, Delhi, 110007",Delhi,11:00 AM to 09:30 PM, 4.8  (1316) ,8929811423
Paschim Vihar,"Shop No A3/182, Ground Floor, Paschim Vihar, New Delhi, 110063",Delhi,11:00 AM to 09:30 PM, 4.8  (781) ,7428891110
Model Town,"Shop No 2, H4/6, Ground Floor, Model Town, New Delhi, 110009",Delhi,11:00 AM to 09:30 PM, 4.8  (480) ,7428891111
Old Rajendar Nagar,"Shop No 6/80, Ground Floor, Shankar Road, Old Rajendar Nagar, New Delhi, 110060",Delhi,11:00 AM to 09:30 PM, 4.7  (818) ,7428891112
Geeta Colony,"Shop No 11/13, Ground Floor, Geeta Colony, Delhi, 110031",Delhi,11:00 AM to 09:30 PM, 4.8  (349) ,9643075085
Vasundhra Enclave,"Vardhman Sunrise Plaza, Vasundhara Enclave, New Delhi, 110096",Delhi,11:00 AM to 09:30 PM, 4.9  (360) ,8929302372
"Sector 6, Dwarka","Shop No OG1 & OG2, Odion Plaza, Plot No 2, Sector 6 Central Market, Dwarka, New Delhi, 110075",Delhi,11:00 AM to 09:30 PM, 4.8  (666) ,7428891124
Vikaspuri,"Shop No 407, Soniapur, Block Kg 1, Near Pvr Vikaspuri, Vikaspuri, New Delhi, 110018",Delhi,11:00 AM to 09:30 PM, 4.8  (878) ,7428891125
East Patel Nagar,"Shop No 18/30, Ground Floor, East Patel Nagar, New Delhi, 110008",Delhi,11:00 AM to 09:30 PM, 4.7  (641) ,7428891126
Naraina Vihar,"Shop No E- 36 A, Block E, Naraina Vihar, New Delhi, 110028",Delhi,11:00 AM to 09:30 PM, 4.9  (2063) ,7428891127
Sector 7 Rohini,"Property No 1, Pocket No C 9, Sector 7, Rohini, Near Rohini East Metro Station, New Delhi, 110031",Delhi,11:00 AM to 09:30 PM, 4.9  (1054) ,8447731771
Dwarka Mor,"Shop No C-1/4&5, Ground Floor, Rama Park, Nawada, Uttam Nagar, Near Dwarka Mor Metro Station, New Delhi, 110059",Delhi,11:00 AM to 09:30 PM, 4.9  (367) ,8447892802
Amar Colony,"C 8 Amar Colony Market, Amar Colony, New Delhi, 110024",Delhi,11:00 AM to 09:30 PM, 4.8  (693) ,7303157158
Sector 17 Rohini,"A 25 & 26, Ground Floor, Pocket 1, Sector 17, Rohini, Delhi, 110089",Delhi,11:00 AM to 09:30 PM, 4.9  (1034) ,7065045112
SDA Market,"Shop No C 15/A, SDA Market, Near Chaayos, Delhi, 110016",Delhi,11:00 AM to 09:30 PM, 4.9  (1195) ,9319372677
"Sector 9, Rohini","Shop No G9 & G10, Vikas Surya Tower, Sector 9, DC Chowk, Rohini, New Delhi, 110085",Delhi,11:00 AM to 09:30 PM, 4.8  (750) ,7428891149
Kalkaji,"Shop No H10 A, Ground Floor, Kalkaji Main Market, New Delhi, 110019",Delhi,11:00 AM to 09:30 PM, 4.7  (887) ,7428891153
"Sector 8, RK Puram","Shop No 14, Main Market, Sector 8, Near HDFC Bank, RK Puram, New Delhi, 110022",Delhi,11:00 AM to 09:30 PM, 4.7  (649) ,7428891154
Janakpuri District Centre,"Shop No G2 B, Janak Place, Janakpuri District Centre, New Delhi, 110058",Delhi,11:00 AM to 09:30 PM, 4.7  (536) ,7428891155
Green Park Main Market,"S2B, Ground Floor, Green Park Main Market, Near Bandhan Bank, New Delhi, 110016",Delhi,11:00 AM to 09:30 PM, 4.5  (503) ,7428891156
Durgapuri,"1449/118B, Main 100 Ft Road, Shahdara, Durgapuri, Delhi, 110093",Delhi,11:00 AM to 09:30 PM, 4.7  (534) ,8376908797
Masoodpur Vasant Kunj,"Shop No C9, Masoodpur, Opposite Mother Dairy, Vasant Kunj, New Delhi, 110070",Delhi,11:00 AM to 09:30 PM, 4.4  (457) ,7428891161
"Lal Quarters, Krishna Nagar","Shop No B 6/1, Mandir Lane, Lal Quarters, Krishna Nagar, New Delhi, 110051",Delhi,11:00 AM to 09:30 PM, 4.6  (425) ,7428891162
Narela,"Khasra No 123, Main Arya Samaj Road, Pana Mamurpur, Near Ramdev Chock, Narela, Delhi, 110040",Delhi,11:00 AM to 09:30 PM, 4.8  (130) ,8375819311
Flagship Store Greater Kailash 2,"Plot No 38, Ground Floor, M Block, Greater Kailash 2, New Delhi, 110048",Delhi,11:00 AM to 10:00 PM, 4.9  (298) ,8929330350
"Hudson Lane, GTB Nagar","Shop No 2513, Ground Floor, Hudson Lane, GTB Nagar, New Delhi, 110009",Delhi,11:00 AM to 09:30 PM, 4.8  (1829) ,7428891175
Pacific Mall Dwarka,"Shop No Sh/Gf/07, Ground Floor, Pacific Mall, Metro Station Line 3, Near Metro Station Entry Gate, Sector 21, Dwarka, Delhi, 110077",Delhi,11:00 AM to 09:30 PM, 4.9  (459) ,8588931408
Tilak Nagar,"D 118, Jail Road, Fateh Nagar, Tilak Nagar, Delhi, 110018",Delhi,11:00 AM to 09:30 PM, 4.9  (1354) ,9999841457
Sarita Vihar,"Shop No 1, Plot No 8, LSC Pocket H Market, Sarita Vihar Metro Station, Sarita Vihar, New Delhi, 110076",Delhi,11:00 AM to 09:30 PM, 4.8  (1086) ,7428891188
Rohtas Nagar Shahdara,"1/9635, Pratap Pura, Hanuman Road, Street No 5, Shahdara, Delhi, 110032",Delhi,11:00 AM to 09:30 PM, 4.8  (265) ,8929302322
Vegas Mall,"Shop No 90, Groud Floor, Block B, Vegas Mall, Near Sector 14 Metro Station, Sector 14, Dwarka, New Delhi, 110075",Delhi,11:00 AM to 09:30 PM, 4.8  (1188) ,7042211409
Flagship Store Malviya Nagar,"C 3, Ground Floor, Main Market, Malviya Nagar, New Delhi, 110017",Delhi,11:00 AM to 10:00 PM, 4.7  (960) ,9958481482
Tri Nagar,"1955/A, Ground Floor, Ganesh Pura, Near Raj Nagar, Onkar Nagar, Tri Nagar, Delhi, 110035",Delhi,11:00 AM to 09:30 PM, 4.8  (104) ,9582613683
"Sector 15, Rohini","Ground Floor, Block F, Plot No 40, Pocket 15, Sector 15, Rohini, New Delhi, 110089",Delhi,11:00 AM to 09:30 PM, 4.9  (1128) ,8447730334
